nikkud,transliteration,word
בְּיָדוֹ,beyado,בידו
אֵין,en,אין
אוֹנוּת,onut,אונות
אֵין,ein,אין
בְּעַד,bead,בעד
מַה,ma,מה
אֵין,ein,אין
דִּין,din,דין
וְאֵין,ve'ein,ואין
דַּיָּן,dayan,דין
אִין,in,אין
וִיווֹ,vivo,ויוו
אִין,in,אין
וִיטְרוֹ,vitro,ויטרו
אֵין,ein,אין
לוֹ,lo,לו
שַׁחַר,shakhar,שחר
אֵין,ein,אין
מַצָּב,matsav,מצב
אִין,in,אין
סִיטוּ,situ,סיטו
אֵין,ein,אין
עַל,al,על
מַה,ma,מה
אֵין,ein,אין
תּוֹכוֹ,tocho,תוכו
כְּבָרוֹ,kevaro,כברו
אִינְגְּלוּז,ingluz,אינגלוז
אִינְדּוּלְגֶּנְצְיָה,indulgentsya,אינדולגנציה
אִינְדּוֹקְטְרִינַצְיָה,indoktrinatsya,אינדוקטרינציה
אִינְדּוּקְצְיָה,induktziya,אינדוקציה
אִינְדְּיוּם,indium,אינדיום
אִינְדְיָמֶן,indyamen,אינדימן
אִינְדְיָמֶן,indyamen,אינדימן
מִזְרָחִי,mizrakhi,מזרחי
אִינְדְיָמֶן,indyamen,אינדימן
מַעֲרָבִי,ma'aravi,מערבי
אִינְהִיבִּיצְיָה,inhivitsya,אינהיביציה
אִינְהֶרֶנְטִי,inherenti,אינהרנטי
אִינוּלִין,inulin,אינולין
אִינְוֶרְסְיָה,inversya,אינורסיה
אִינְוֶרְסְיַּת,inversyat,אינורסית
קַרְקַע,karka,קרקע
אִינְטֶגְרָל,integral,אינטגרל
אִינְטֶגְרָל,integral,אינטגרל
כָּפוּל,kaful,כפול
אִינְטֶגְרָלִי,integrali,אינטגרלי
אִינְטֶגְרַצְיָה,integratsya,אינטגרציה
אִינְטוּאִיצְיָה,intuitsia,אינטואיציה
אִינְטוּאִיצְיוֹנִיזְם,intuitsyonizm,אינטואיציוניזם
אִינְטוֹנָצְיָה,intonatsya,אינטונציה
אִינְטֶלִיגֶנְצְיָה,inteligentsya,אינטליגנציה
אִינְטֶלִיגֶנְצְיָה,inteligentsya,אינטליגנציה
מְלָאכוּתִית,melakhotit,מלאכותית
אִינְטֶלִיגֶנְצְיָה,inteligentsya,אינטליגנציה
נוֹזְלִית,nozlit,נוזלית
אִינְטֶלֶקְטוּאָל,intelektual,אינטלקטואל
אִינְטֶרְאַקְטִיבִי,interaktivi,אינטראקטיבי
אִינְטֶרְאַקְצְיָה,interaktsya,אינטראקציה
אִינְטֶרְדִּיסְצִיפְּלִינָרִי,interdistsiplinari,אינטרדיסציפלינרי
אִינְטֶרְדִיסְצִיפְּלִינָרִיוּת,interdistsipli''na''riyut,אינטרדיסציפלינריות
אִינְטְרוֹבֶרְט,introvert,אינטרוברט
אִינְטְרוֹבֶרְטִי,introverti,אינטרוברטי
אִינְטְרוֹבֶרְסְיָה,introversia,אינטרוברסיה
אִינְטְרוֹן,intron,אינטרון
אִינְטֶרְלֵוּקִין,interleukin,אינטרלוקין
אִינְטֶרְנֶט,internet,אינטרנט
אִינְטֶרְנַצְיוֹנָלִיזְם,internatsionalizm,אינטרנציונליזם
אִינְטֶרֶסַנְט,interesant,אינטרסנט
אִינְטֶרְסֶקְס,interseks,אינטרסקס
אִינְטֶרְפּוֹלַצְיָה,interpolatsya,אינטרפולציה
אִינְטֶרְפּוּץ,interputs,אינטרפוץ
אִינְטֶרְפָזָה,interfaza,אינטרפזה
אִינְטֶרְפֶרוֹמֶטֶר,interferometer,אינטרפרומטר
אִינְטֶרְפֶרוֹמֶטְרִיָה,interfero''metria,אינטרפרומטריה
אִינְטֶרְקוֹם,interkum,אינטרקום
אִינְסוֹמְנִיָּה,insomniya,אינסומניה
אֵינְסוֹף,einsof,אינסוף
אִינְסְטִינְקְט,instinkt,אינסטינקט
אִינְסְטֶלָטוֹר,instelator,אינסטלטור
אִינְפִינִיטֶסִימָל,infinitesimal,אינפיניטסימל
אִינְפַנְטִילִי,infantili,אינפנטילי
אִינְץ',inch,אינץ'
אִינְצִ'י,inchi,אינצ'י
אִינְקוֹגְנִיטוֹ,incognito,אינקוגניטו
אִינְקְרֶמֶנְטָלִי,inkrementali,אינקרמנטלי
אִינֶרְטִי,inerti,אינרטי
אֵיסֶה,eise,איסה
בְּסֵיסֶה,beseise,בסיסה
אִיסָּר,isar,איסר
אֵיפָה,efa,איפה
אִיפְּכָא,ipkha,איפכא
מִסְתַּבְּרָא,mistabra,מסתברא
אִיפְּסוֹ,ipso,איפסו
פַקְטוֹ,fakto,פקטו
אַיקוֹן,aykon,איקון
אִיקוֹנוֹדוּלִיסְט,ikonodulist,איקונודוליסט
אִיקוֹנוֹפִיל,ikonofil,איקונופיל
אִיקוֹנוֹקְלַזְם,ikonoklazm,איקונוקלזם
אִיקוֹנִין,ikonin,איקונין
אִיקְס,iks,איקס
מִיקְס,miks,מיקס
דְּרִיקְס,driks,דריקס
אֵיקַרְיוֹטִ,ekaryot,איקריוט
אֵיקַרְיוֹטִי,ekaryoti,איקריוטי
אֵיקְרִיפְטִיט,ekriptit,איקריפטיט
אִיָּר,iyar,איר
אִירֶדֶנְטָה,iredenta,אירדנטה
אֵירוֹאָמֵרִיקָה,eiroamerikah,אירואמריקה
אֵירוֹאַסְיָה,eiroasyah,אירואסיה
אֵירוֹבִּי,aerobi,אירובי
אִירוֹנְיָה,ironya,אירוניה
אִירוּס,irus,אירוס
אֵירוֹפָּה,eropa,אירופה
אֵירוֹפְּיוּם,europium,אירופיום
אִירִידְיוּם,iridium,אירידיום
אֵירִיטוֹפִּי,eiritopi,איריטופי
אִירִית,irit,אירית
אִירִית,irit,אירית
אֵירְלֶס,eirles,אירלס
אִישׁ,ish,איש
אִישׁ,ish,איש
אִישׁ,ish,איש
אִישׁ,ish,איש
אַשְׁכּוֹלות,ashkolot,אשכולות
אִישׁ,ish,איש
חַרְטוֹם,khartom,חרטום
אִיש,ish,איש
חֶרְמוֹ,khermo,חרמו
אִישׁ,ish,איש
יָם,yam,ים
אִישׁ,ish,איש
לְאֹהֲלֹו,leohalo,לאהלו
אִישׁ,ish,איש
לַפִּידוֹת,lapidot,לפידות
אִישׁ,ish,איש
צְפַרְדֵּעַ,tsefardeah,צפרדע
אִישׁ,ish,איש
שֶׁלֶג,sheleg,שלג
אִישִׁיּוּת,ishiyut,אישיות
אִיתוּת,itut,איתות
דְּגָלִים,dgalim,דגלים
אֵיתָן,eytan,איתן
אֵיתָנוּת,eitanut,איתנות
אַכַּדִּית,akadit,אכדית
אַכְזָב,akhzav,אכזב
אַכְזָבָה,akhzava,אכזבה
אַכְזָר,akhzar,אכזר
אַכְזָרִי,akhzari,אכזרי
אַכְזָרִיּוּת,akhzariyut,אכזריות
אָכִיל,akhil,אכיל
אֲכִילָה,akhila,אכילה
אֲכִילָה,ekhila,אכילה
גַּסָּה,gasa,גסה
אֹכֶל,ohel,אכל
אָכַל,akhal,אכל
קֻרְצָה,kurtza,קרצה
אָכְלָה,okhla,אכלה
אֻכְלוּסִיָּה,ukhlusiya,אכלוסיה
אֻכְלוּסִין,ukhlusin,אכלוסין
אֻכְמָנִית,ukhmanit,אכמנית
אַכְסַדְרָה,akhsadra,אכסדרה
אַכְסַנְיָה,akhsanya,אכסניה
אֶכֶף,ekhef,אכף
אֻכָּף,ukaf,אכף
אִכְפַּת,ichpat,אכפת
אִכָּר,ikar,אכר
אֶל,el,אל
אַל,al,אל
אֵל,el,אל
אֶל,el,אל
נִינְיוֹ,ninyo,ניניו
אַלְבּוֹם,albom,אלבום
אַלְבּוֹם,al'bom,אלבום
זָהָב,zahav,זהב
אַלְבּוֹם,albom,אלבום
מוּזִיקָה,muzika,מוזיקה
אַלְבַּנְיָה,albanya,אלבניה
אֶלְגָּבִישׁ,elgavish,אלגביש
אַלְגּוֹרִיתְם,algoritm,אלגוריתם
אֵלֶּה,ele,אלה
אַלָּה,ala,אלה
אָלָה,ala,אלה
אֵלָה,ela,אלה
אַלְהוֹרוּת,alhorut,אלהורות
אֱלֹהִי,elohi,אלהי
אֱלֹהִים,elohim,אלהים
אִלּוּחַ,ilu'akh,אלוח
אָלוֹטְרוֹפּ,alotrop,אלוטרופ
אָלוֹטְרוֹפְּיָה,alotropyah,אלוטרופיה
אֱלוּל,elul,אלול
אִלּוּלֵא,ilule,אלולא
אָלוּמִינְיוּם,aluminyum,אלומיניום
אַלּוֹן,alon,אלון
אֲלוּנְטִית,aluntit,אלונטית
אָלוֹסְטֶרְיָה,alosterya,אלוסטריה
אַלּוּף,aluf,אלוף
אַלּוּף,aluf,אלוף
נְעוּרִים,ne'urim,נעורים
אִלְחוּשׁ,ilkhush,אלחוש
אַלְטוֹקוּמוּלוּס,altocumulus,אלטוקומולוס
אַלְטֶער,alter,אלטער
בָּחוּר,bokher,בחור
אַלְטְרוּאִיזְם,altruizm,אלטרואיזם
אַלְטֶרְנָטִיבָה,alternativa,אלטרנטיבה
אַלִּיבָּא,aliba,אליבא
אַלִּיבָּא,aliba,אליבא
דְּכֻלֵּי,dkhuli,דכלי
עָלְמָא,alma,עלמא
אַלִּיבָּא,aliba,אליבא
רֵיקָנָא,reikana,ריקנא
אָלִיבִּי,alibi,אליבי
אָלִיגָטוֹר,aligator,אליגטור
אַלְיָה,alya,אליה
אֶלִיטִיזְם,elitizm,אליטיזם
אָלִיטֶרַצְיָה,aliteratsya,אליטרציה
אַלִּים,alim,אלים
אַלִּימוּת,alimut,אלימות
אַלִּימוּת,alimut,אלימות
מִינִית,minit,מינית
אֶלִימִינַצְיָה,eliminatsya,אלימינציה
אֶלִיפְּטִי,elipti,אליפטי
אֵלִיפְּטִיקָל,eliptikal,אליפטיקל
אֵלִיפְּסָה,ellipsa,אליפסה
אֶלִיפְּסוֹאִיד,elipsoaid,אליפסואיד
אֵלִיקְסִיר,eliksir,אליקסיר
אַלְכּוֹהוֹל,alkohol,אלכוהול
אַלְכּוֹהוֹלִיזְם,alkoholizem,אלכוהוליזם
אַלְכּוֹהוֹלִיסְט,alkoholist,אלכוהוליסט
אַלְכִימַאי,alkhimai,אלכימאי
אֲלַכְסוֹן,alakhson,אלכסון
אַלֵלוֹכִימִיקָל,alelokhimikal,אללוכימיקל
אָלֶלוֹפַּתְיָה,alelopatya,אללופתיה
אֵלֶם,elem,אלם
אִלֵּם,ilem,אלם
אֲלֻמָּה,aluma,אלמה
אַלְמוֹנִי,almoni,אלמוני
אִלְמָלֵא,ilmale,אלמלא
אִלְמָלֵי,ilmalei,אלמלי
אַלְמָן,alman,אלמן
אַלְמָנְדִין,almandin,אלמנדין
אַלְמָנָה,almana,אלמנה
אַלְמָנוּת,almanut,אלמנות
אֶלֶמֶנְטָרִי,elementari,אלמנטרי
אַלְמְנַת,almenat,אלמנת
קַשׁ,kash,קש
אֲלֻנְקָה,alunka,אלנקה
אָלַסְקָה,alaska,אלסקה
אֶלֶף,elef,אלף
אַלְפָא,alfa,אלפא
בֵּיתָא,beta,ביתא
אִלְפָּה,ilpah,אלפה
אַלְפִּית,alpit,אלפית
אֻלְפָּן,ulpan,אלפן
אֻלְפָּנָה,ulpana,אלפנה
אִלְפָּס,ilpas,אלפס
אֶלֶקְטְרוֹאוֹפְּטִיקָה,elektrooptika,אלקטרואופטיקה
אֶלֶקְטְרוֹאֶנְצֶפָלוֹגְרָם,elektroentsefalogram,אלקטרואנצפלוגרם
אֶלֶקְטְרוֹאֶנְצֶפָלוֹגְרָף,elektroentsefalograf,אלקטרואנצפלוגרף
אֶלֶקְטְרוֹאָקוּסְטִיקָה,elektroakustika,אלקטרואקוסטיקה
אֵלֶקְטְרוֹכִימַאי,elektrokhimai,אלקטרוכימאי
אֵלֶקְטְרוֹכִימִי,elektrokhimi,אלקטרוכימי
אֶלֶקְטְרוֹכִימְיָה,electrokimya,אלקטרוכימיה
אֶלֶקְטְרוֹלִיזָה,electrolyiza,אלקטרוליזה
אֶלֶקְטְרוֹן,elektron,אלקטרון
אֶלֶקְטְרוֹן,elektron,אלקטרון
ווֹלְט,volt,וולט
אֶלֶקְטְרוֹן,elektron,אלקטרון
עֶרְכִּיּוּת,erkiyut,ערכיות
אֶלֶקְטְרוֹנִי,elektroni,אלקטרוני
אֵלֶקְטְרוֹנִיקָה,elektronika,אלקטרוניקה
אֶלֶקְטְרוֹנִיקָה,electronika,אלקטרוניקה
תַּקְבִּילִית,takbilit,תקבילית
אֶלֶקְטְרוֹסְטָטִיקָה,elektrostatika,אלקטרוסטטיקה
אֶלֶקְטְרוֹסְקוֹפּ,elektroskop,אלקטרוסקופ
אֵלֶקְטְרוֹפּוֹרַצְיָה,elektroporatsyah,אלקטרופורציה
אֵלֶקְטְרוֹקַרְדְּיוֹגְרָמָה,elektrokardiogramah,אלקטרוקרדיוגרמה
אֱלֹקִי,eloki,אלקי
אַלְקִיל,alkil,אלקיל
אַלְקִילַצְיָה,alkilatsya,אלקילציה
אַלְקֶן,alken,אלקן
אָלֶרְגִּי,alergi,אלרגי
אֵלַת,elat,אלת
הַמַּסְטִיק,hamastik,המסטיק
אִלְתּוּר,iltur,אלתור
אֵלָתִיִּים,elatiyim,אלתיים
אִלְתִּית,iltit,אלתית
אֹם,om,אם
אֵם,em,אם
אֹם,om,אם
אִם,im,אם
אֵם,em,אם
הַדֶּרֶךְ,haderech,הדרך
אֵם,em,אם
פּוּנְדְקָאִית,pondekait,פונדקאית
אִם,im,אם
תִּרצוּ,tirtsu,תרצו
אֵין,ein,אין
זוֹ,zo,זו
אַגָּדָה,agada,אגדה
אִמָּא,ima,אמא
אַמְבּוּשׁ,ambush,אמבוש
אַמְבָּט,ambat,אמבט
אַמְבַּטְיָה,ambatya,אמבטיה
אַמְבִּיגְרָמָה,ambigramah,אמביגרמה
אַמְבִּיוָלֶנְטִי,ambivalenti,אמביולנטי
אַמְבַּסָּדוֹר,ambasador,אמבסדור
אֶמְבַּרְגּוֹ,embargo,אמברגו
אֶמְבְּרִיּוֹלוֹגְיָה,embriyologyah,אמבריולוגיה
אֻמְדָּן,umdan,אמדן
אֻמָּה,uma,אמה
אָמָה,ama,אמה
אִמָּה,ima,אמה
אַמָּה,ama,אמה
אַמָּה,ama,אמה
אַמְהָרִית,amharit,אמהרית
אָמוֹדַאי,amoday,אמודאי
אִמּוּם,imum,אמום
אֵמוּן,emun,אמון
אִמּוּן,imun,אמון
אֱמוּנָה,emuna,אמונה
אֱמוּנָה,emuna,אמונה
טְפֵלָה,tfela,טפלה
אֱמוּנָה,emuna,אמונה
תְּפֵלָה,tfela,תפלה
אִמּוּנִית,imunit,אמונית
אִמּוּץ,imutz,אמוץ
אָמוֹק,amok,אמוק
אַמוֹרָא,amora,אמורא
אָמוֹרְפִיּוּת,amorfiyut,אמורפיות
אָמִיגְדָלָה,amigdala,אמיגדלה
אָמִיד,amid,אמיד
אֲמִינוּת,aminut,אמינות
אֶמִיסְיָה,emisya,אמיסיה
אַמִּיץ,amitz,אמיץ
אֵמִיר,emir,אמיר
אָמִיר,amir,אמיר
אֻמְלָל,umlal,אמלל
אָמָּן,oman,אמן
אָמֵן,amen,אמן
אֻמָּן,uman,אמן
אָמְנָה,omna,אמנה
אֲמָנָה,amana,אמנה
אֲמָנָה,amana,אמנה
אֲמָנָה,amana,אמנה
חֶבְרָתִית,khevratit,חברתית
אַמְנוּן,amnun,אמנון
אַמְנוֹן,amnon,אמנון
אַמְנוֹן,amnon,אמנון
וְתָמָר,vetamar,ותמר
אֻמָּנוּת,umanut,אמנות
אָמָּנוּת,omanut,אמנות
אָמָּנוּת,omanut,אמנות
אַבְּסְטְרַקְטִית,abstraktit,אבסטרקטית
אָמָּנוּת,omanut,אמנות
לְחִימָה,lekhima,לחימה
אָמָּנוּת,omanut,אמנות
מֻפְשֶׁטֶת,mufshetet,מפשטת
אַמְנֶזְיָה,amnezyah,אמנזיה
אַנְטֶרוֹגְרָדִית,anterogradit,אנטרוגרדית
אַמְנֶזְיָה,amnezyah,אמנזיה
רֶטְרוֹגְרָדִית,retrogradit,רטרוגרדית
אֶמַנְצִיפַּצְיָה,amantsipatsia,אמנציפציה
אַמְפּוּטַצְיָה,ampotatsia,אמפוטציה
אַמְפּוּלָה,ampula,אמפולה
אַמְפוֹרָה,ampora,אמפורה
אַמְפוֹתֵרִי,amfoteri,אמפותרי
אַמְפֶטָמִין,amfetamin,אמפטמין
אַמְפִיבּוֹלְיָה,amfibolyah,אמפיבוליה
אַמְפִיבִּי,amfibi,אמפיבי
אַמְפִיבְּיָה,amfibyah,אמפיביה
אַמְפִיפִילִיוּת,amfifiliyut,אמפיפיליות
אֶמְפִּירִי,empiri,אמפירי
אֶמְפִּירִיזְם,ampirizem,אמפיריזם
אַמְפִיתֵאַטְרוֹן,amfite'atron,אמפיתאטרון
אַמְפְּלִיטוּדָה,amplituda,אמפליטודה
אַמְפְּלִיקוֹן,amplikon,אמפליקון
אֶמְפָּנַדָה,empanadah,אמפנדה
אַמְפֶּר,amper,אמפר
אַמְפֶּרְמֶטֶר,ampermeter,אמפרמטר
אֶמְפַּתְיָה,empatya,אמפתיה
אֹמֶץ,omets,אמץ
אֻמְצָה,umtsa,אמצה
אֶמְצַע,emtza',אמצע
אֶמְצָעִי,emtsa'i,אמצעי
אֶמְצָעִי,emtsa'i,אמצעי
אֶמְצָעִי,emtsa'i,אמצעי
מְנִיעָה,meni'a,מניעה
אֶמְצָעִי,emtsai,אמצעי
רֶטוֹרִי,retori,רטורי
אֶמְצָעֵי,emtsai,אמצעי
תִּקְשֹׁרֶת,tikshoret,תקשרת
אֶמְצָעִית,emtsait,אמצעית
אֹמֶר,omer,אמר
אִמְרָה,imra,אמרה
אִמְרָה,imra,אמרה
אָמֶרִיציוּם,ameritsyum,אמריציום
אָמֶרִיקָה,amerika,אמריקה
אָמֶרִיקָנוֹ,amerikano,אמריקנו
אָמֶרִיקָנִי,americani,אמריקני
אִמְרַת,imrat,אמרת
כָּנָף,kanaf,כנף
אֶמֶשׁ,emesh,אמש
אֱמֶת,emet,אמת
אַמַּת,amat,אמת
יָם,yam,ים
אֱמֶת,emet,אמת
לַאֲמִתָּהּ,la'amita,לאמתה
אַמַּת,amat,אמת
מִדָּה,mida,מדה
אַמַּת,amat,אמת
מַיִם,mayim,מים
אַמְתַּחַת,amtakhat,אמתחת
אֲמַתְלָה,amatla,אמתלה
אֶנֵאַגְרָמָה,eneagramah,אנאגרמה
אַנְאוֹקְסִי,anoksi,אנאוקסי
אַנְאֵירוֹבִּי,an'erobi,אנאירובי
אָנְגִ'ינָרַה,anginara,אנג'ינרה
אִנְגְּלוּז,ingluz,אנגלוז
אַנְגְּלִית,anglit,אנגלית
אַנְגְסְטְרוֹם,angstrom,אנגסטרום
אָנַגְרָמָה,anagrama,אנגרמה
אֶנְדּוֹגַמְיָה,endogam''ya,אנדוגמיה
אֵנְדוֹדֶרְמָה,endodermah,אנדודרמה
אֶנְדּוֹסְפֶּרְם,endosperm,אנדוספרם
אֶנְדּוֹסְקוֹפּ,endoskop,אנדוסקופ
אִנְדוּקְס,induks,אנדוקס
אֶנְדּוֹקְרִינוֹלוֹג,endokrinolog,אנדוקרינולוג
אֶנְדּוֹקְרִינוֹלוֹגְיָה,endokrinologya,אנדוקרינולוגיה
אֶנְדוֹרְפִין,endorfin,אנדורפין
אַנְדְּרָגוֹגְיָה,andragogyah,אנדרגוגיה
אַנְדְּרוֹפוֹבְּיָה,androfobyah,אנדרופוביה
אֻנָּה,una,אנה
אָנָה,ana,אנה
אָנוּ,anu,אנו
אִנּוּד,inud,אנוד
אָנוֹדָה,anoda,אנודה
אָנוֹדָה,anoda,אנודה
מֻקְרֶבֶת,mukrevet,מקרבת
אָנוֹמַלְיָה,anomalya,אנומליה
אֲנוֹנָה,anona,אנונה
אָנוּשׁ,anush,אנוש
אֱנוֹשׁ,enosh,אנוש
אֱנוֹשׁוּת,enoshut,אנושות
אֲנוּשׁוֹת,anushot,אנושות
אֱנוֹשִׁי,enoshi,אנושי
אֶנְזִים,enzim,אנזים
אֲנַחְנוּ,anakhnu,אנחנו
אַנְטָגוֹנִיזְם,antagonizm,אנטגוניזם
אַנְטָגוֹנִיסְט,antagonist,אנטגוניסט
אֶנְטוֹמוֹלוֹגְיָה,entomologya,אנטומולוגיה
אָנָטוֹמְיָה,anatomya,אנטומיה
אַנְטִי,anti,אנטי
מְחִיקוֹן,mekikon,מחיקון
אַנְטִי,anti,אנטי
צִיקְלוֹן,tsiklon,ציקלון
אַנְטִיבִּיּוֹזָה,antibiyoza,אנטיביוזה
אַנְטִיבְּיוֹטִי,antibioti,אנטיביוטי
אַנְטִיבְּיוֹטִיקָה,antibyotika,אנטיביוטיקה
אַנְטִיטוֹקְסִין,antitoksin,אנטיטוקסין
אַנְטִילוֹפָּה,antilopa,אנטילופה
אַנְטִילְיָה,antilia,אנטיליה
אַנְטִימוֹן,antimon,אנטימון
אַנְטִיפֶמִינִיזְם,antifeminizm,אנטיפמיניזם
אַנְטִיקְלִינָה,antiklina,אנטיקלינה
אַנְטִישֵׁמִי,antishemi,אנטישמי
אַנְטִישֵׁמִי,antishemi,אנטישמי
